"x"
"lognormal"
"normal"
"lognormal"
"gamma"
"lognormal"
"weibull"
"lognormal"
"normal"
"gamma"
"lognormal"
"weibull"
"gamma"
"lognormal"
"lognormal"
"gamma"
"weibull"
"gamma"
"lognormal"
"gamma"
"gamma"
"lognormal"
"gamma"
"weibull"
"weibull"
"gamma"
"lognormal"
"gamma"
"lognormal"
"lognormal"
"gamma"
"lognormal"
"gamma"
"gamma"
"lognormal"
"lognormal"
"normal"
"gamma"
"gamma"
"weibull"
"gamma"
"weibull"
"lognormal"
"lognormal"
"weibull"
"lognormal"
"gamma"
"weibull"
"lognormal"
"lognormal"
"weibull"
"lognormal"
"lognormal"
"lognormal"
"weibull"
"gamma"
"weibull"
"lognormal"
"weibull"
"lognormal"
"lognormal"
"lognormal"
"gamma"
"lognormal"
"gamma"
"gamma"
"lognormal"
"weibull"
"gamma"
"lognormal"
"weibull"
"lognormal"
"lognormal"
"gamma"
"weibull"
"lognormal"
"lognormal"
"lognormal"
"weibull"
"lognormal"
"gamma"
"lognormal"
"lognormal"
"gamma"
"lognormal"
"gamma"
"weibull"
"lognormal"
"gamma"
"lognormal"
"gamma"
"weibull"
"normal"
"weibull"
"weibull"
"weibull"
"gamma"
"lognormal"
"weibull"
"lognormal"
"gamma"
"weibull"
"lognormal"
"lognormal"
"gamma"
"lognormal"
"gamma"
"lognormal"
"lognormal"
"gamma"
"lognormal"
"gamma"
"weibull"
"lognormal"
"lognormal"
"gamma"
"lognormal"
"lognormal"
"lognormal"
"weibull"
"normal"
"lognormal"
"weibull"
"gamma"
"weibull"
"lognormal"
"weibull"
"gamma"
"gamma"
"gamma"
"gamma"
"lognormal"
"lognormal"
"weibull"
"gamma"
"weibull"
"lognormal"
"gamma"
"gamma"
"gamma"
"lognormal"
"gamma"
"weibull"
"lognormal"
"gamma"
"lognormal"
"weibull"
"gamma"
"weibull"
"gamma"
"gamma"
"lognormal"
"weibull"
"lognormal"
"normal"
"weibull"
"lognormal"
"lognormal"
"normal"
"weibull"
"weibull"
"lognormal"
"gamma"
"weibull"
"lognormal"
"lognormal"
"gamma"
"gamma"
"weibull"
"gamma"
"weibull"
"gamma"
"lognormal"
"weibull"
"lognormal"
"lognormal"
"lognormal"
"weibull"
"lognormal"
"gamma"
"weibull"
"normal"
"lognormal"
"weibull"
"gamma"
"weibull"
"lognormal"
"gamma"
"lognormal"
"lognormal"
"lognormal"
"gamma"
"weibull"
"gamma"
"lognormal"
"gamma"
"gamma"
"lognormal"
"gamma"
"weibull"
"lognormal"
"weibull"
"lognormal"
"gamma"
"weibull"
"lognormal"
"weibull"
"weibull"
"weibull"
"lognormal"
"lognormal"
"lognormal"
"weibull"
"gamma"
"weibull"
"lognormal"
"weibull"
"weibull"
"weibull"
"lognormal"
"lognormal"
"weibull"
"lognormal"
"weibull"
"lognormal"
"lognormal"
"weibull"
"gamma"
"weibull"
"normal"
"lognormal"
"lognormal"
"weibull"
"lognormal"
"lognormal"
"weibull"
"gamma"
"lognormal"
"weibull"
"lognormal"
"lognormal"
"lognormal"
"lognormal"
"weibull"
"gamma"
"lognormal"
"lognormal"
"lognormal"
"lognormal"
"gamma"
"gamma"
"normal"
"gamma"
"weibull"
"lognormal"
"lognormal"
"lognormal"
"gamma"
"gamma"
"lognormal"
"gamma"
"weibull"
"lognormal"
"lognormal"
"weibull"
"gamma"
"weibull"
"gamma"
"gamma"
"weibull"
"weibull"
"weibull"
"weibull"
"lognormal"
"lognormal"
"weibull"
"weibull"
"lognormal"
"lognormal"
"gamma"
"weibull"
"normal"
"lognormal"
"lognormal"
"lognormal"
"gamma"
"lognormal"
"gamma"
"gamma"
"lognormal"
"weibull"
"lognormal"
"lognormal"
"normal"
"lognormal"
"weibull"
"weibull"
"weibull"
"lognormal"
"lognormal"
"weibull"
"lognormal"
"weibull"
"weibull"
"normal"
"gamma"
"gamma"
"gamma"
"lognormal"
"lognormal"
"weibull"
"lognormal"
"weibull"
"gamma"
"lognormal"
"weibull"
"lognormal"
"gamma"
"gamma"
"lognormal"
"gamma"
"gamma"
"gamma"
"weibull"
"gamma"
"gamma"
"lognormal"
"lognormal"
"gamma"
"gamma"
"lognormal"
"lognormal"
"weibull"
"lognormal"
"lognormal"
"lognormal"
"lognormal"
"lognormal"
"gamma"
"lognormal"
"lognormal"
"lognormal"
"lognormal"
"weibull"
"lognormal"
"lognormal"
"gamma"
"lognormal"
"gamma"
"weibull"
"lognormal"
"lognormal"
"cauchy"
"lognormal"
"lognormal"
"gamma"
"lognormal"
"lognormal"
"lognormal"
"lognormal"
"weibull"
"gamma"
"gamma"
"weibull"
"lognormal"
"lognormal"
"lognormal"
"gamma"
"normal"
"gamma"
"lognormal"
"lognormal"
"lognormal"
"gamma"
"gamma"
"lognormal"
"lognormal"
"weibull"
"gamma"
"lognormal"
"weibull"
"lognormal"
"lognormal"
"lognormal"
"lognormal"
"lognormal"
"lognormal"
"gamma"
"lognormal"
"lognormal"
"weibull"
"lognormal"
"weibull"
"lognormal"
"lognormal"
"lognormal"
"lognormal"
"gamma"
"weibull"
"gamma"
"lognormal"
"weibull"
"lognormal"
"cauchy"
"lognormal"
"lognormal"
"gamma"
"gamma"
"weibull"
"lognormal"
"lognormal"
"weibull"
"t"
"weibull"
"weibull"
"lognormal"
"lognormal"
"lognormal"
"gamma"
"gamma"
"lognormal"
"gamma"
"lognormal"
"gamma"
"lognormal"
"lognormal"
"lognormal"
"gamma"
"gamma"
"gamma"
"gamma"
"weibull"
"lognormal"
"lognormal"
"gamma"
"lognormal"
"lognormal"
"gamma"
"gamma"
"gamma"
"lognormal"
"lognormal"
"weibull"
"weibull"
"gamma"
"gamma"
"lognormal"
"lognormal"
"normal"
"weibull"
"weibull"
"lognormal"
"weibull"
"gamma"
"weibull"
"weibull"
"lognormal"
"gamma"
"gamma"
"weibull"
"weibull"
"gamma"
"gamma"
"weibull"
"gamma"
"lognormal"
"weibull"
"gamma"
"lognormal"
"gamma"
"weibull"
"gamma"
"gamma"
"gamma"
"gamma"
"gamma"
"gamma"
"gamma"
"normal"
"lognormal"
"lognormal"
"lognormal"
"weibull"
"normal"
"gamma"
"weibull"
"lognormal"
"gamma"
"weibull"
"weibull"
"gamma"
"gamma"
"normal"
"lognormal"
"gamma"
"weibull"
"weibull"
"gamma"
"lognormal"
"gamma"
"gamma"
"lognormal"
"weibull"
"lognormal"
"lognormal"
"lognormal"
"lognormal"
"lognormal"
"lognormal"
"normal"
"lognormal"
"weibull"
"weibull"
"lognormal"
"weibull"
"lognormal"
"lognormal"
"gamma"
"gamma"
"lognormal"
"gamma"
"lognormal"
"gamma"
"lognormal"
"weibull"
"lognormal"
"lognormal"
"lognormal"
"weibull"
"lognormal"
"lognormal"
"gamma"
"gamma"
"lognormal"
"lognormal"
"gamma"
"weibull"
"lognormal"
"gamma"
"lognormal"
"gamma"
"lognormal"
"weibull"
"lognormal"
"lognormal"
"lognormal"
"lognormal"
"weibull"
"weibull"
"weibull"
"weibull"
"lognormal"
"lognormal"
"gamma"
"weibull"
"lognormal"
"lognormal"
"weibull"
"lognormal"
"lognormal"
"lognormal"
"weibull"
"gamma"
"lognormal"
"gamma"
"lognormal"
"lognormal"
"gamma"
"gamma"
"weibull"
"weibull"
"gamma"
"normal"
"weibull"
"lognormal"
"cauchy"
"lognormal"
"lognormal"
"lognormal"
"lognormal"
"gamma"
"weibull"
"weibull"
"lognormal"
"lognormal"
"normal"
"gamma"
"lognormal"
"weibull"
"lognormal"
"lognormal"
"lognormal"
"weibull"
"gamma"
"lognormal"
"weibull"
"lognormal"
"gamma"
"weibull"
"lognormal"
"gamma"
"normal"
"weibull"
"lognormal"
"gamma"
"weibull"
"weibull"
"lognormal"
"gamma"
"lognormal"
"gamma"
"weibull"
"weibull"
"lognormal"
"lognormal"
"weibull"
"weibull"
"gamma"
"lognormal"
"lognormal"
"lognormal"
"weibull"
"weibull"
"weibull"
"weibull"
"weibull"
"lognormal"
"gamma"
"weibull"
"lognormal"
"gamma"
"gamma"
"weibull"
"gamma"
"lognormal"
"normal"
"gamma"
"normal"
"lognormal"
"gamma"
"gamma"
"lognormal"
"weibull"
"lognormal"
"weibull"
"lognormal"
"lognormal"
"gamma"
"weibull"
"lognormal"
"lognormal"
"weibull"
"gamma"
"gamma"
"cauchy"
"gamma"
"lognormal"
"gamma"
"weibull"
"weibull"
"lognormal"
"lognormal"
"gamma"
"weibull"
"lognormal"
"lognormal"
"weibull"
"lognormal"
"gamma"
"lognormal"
"lognormal"
"lognormal"
"gamma"
"weibull"
"weibull"
"lognormal"
"lognormal"
"lognormal"
"weibull"
"lognormal"
"lognormal"
"lognormal"
"weibull"
"lognormal"
"lognormal"
"weibull"
"lognormal"
"weibull"
"gamma"
"lognormal"
"lognormal"
"lognormal"
"lognormal"
"gamma"
"lognormal"
"lognormal"
"gamma"
"weibull"
"normal"
"lognormal"
"gamma"
"lognormal"
"lognormal"
"weibull"
"weibull"
"weibull"
"lognormal"
"gamma"
"normal"
"normal"
"lognormal"
"gamma"
"lognormal"
"weibull"
"gamma"
"weibull"
"lognormal"
"lognormal"
"lognormal"
"gamma"
"lognormal"
"lognormal"
"lognormal"
"lognormal"
"lognormal"
"lognormal"
"gamma"
"gamma"
"gamma"
"lognormal"
"lognormal"
"weibull"
"lognormal"
"weibull"
"lognormal"
"lognormal"
"gamma"
"lognormal"
"weibull"
"gamma"
"weibull"
"cauchy"
"lognormal"
"lognormal"
"lognormal"
"weibull"
"weibull"
"lognormal"
"weibull"
"normal"
"weibull"
"weibull"
"lognormal"
"weibull"
"cauchy"
"lognormal"
"gamma"
"gamma"
"lognormal"
"weibull"
"gamma"
"lognormal"
"weibull"
"normal"
"gamma"
"cauchy"
"lognormal"
"lognormal"
"gamma"
"weibull"
"lognormal"
"weibull"
"lognormal"
"gamma"
"lognormal"
"lognormal"
"gamma"
"weibull"
"weibull"
"gamma"
"weibull"
"lognormal"
"gamma"
"gamma"
"gamma"
"gamma"
"gamma"
"gamma"
"gamma"
"gamma"
"gamma"
"weibull"
"gamma"
"lognormal"
"lognormal"
"gamma"
"lognormal"
"gamma"
"lognormal"
"lognormal"
"lognormal"
"weibull"
"lognormal"
"weibull"
"normal"
"normal"
"lognormal"
"lognormal"
"weibull"
"gamma"
"weibull"
"lognormal"
"gamma"
"gamma"
"gamma"
"lognormal"
"gamma"
"gamma"
"gamma"
"gamma"
"gamma"
"lognormal"
"lognormal"
"gamma"
"weibull"
"gamma"
"lognormal"
"weibull"
"weibull"
"gamma"
"lognormal"
"lognormal"
"lognormal"
"gamma"
"lognormal"
"gamma"
"weibull"
"lognormal"
"gamma"
"weibull"
"weibull"
"weibull"
"lognormal"
"lognormal"
"negative binomial"
"lognormal"
"gamma"
"lognormal"
"gamma"
"lognormal"
"weibull"
"weibull"
"lognormal"
"lognormal"
"gamma"
"weibull"
"lognormal"
"lognormal"
"gamma"
"weibull"
"lognormal"
"weibull"
"gamma"
"lognormal"
"lognormal"
"lognormal"
"gamma"
"weibull"
"weibull"
"lognormal"
"weibull"
"weibull"
"weibull"
"lognormal"
"weibull"
"weibull"
"gamma"
"gamma"
"lognormal"
"weibull"
"lognormal"
"lognormal"
"weibull"
"gamma"
"weibull"
"lognormal"
"normal"
"lognormal"
"normal"
"lognormal"
"weibull"
"weibull"
"weibull"
"lognormal"
"gamma"
"gamma"
"normal"
"lognormal"
"lognormal"
"weibull"
"lognormal"
"weibull"
"weibull"
"weibull"
"lognormal"
"gamma"
"gamma"
"gamma"
"gamma"
"lognormal"
"gamma"
"gamma"
"weibull"
"lognormal"
"gamma"
"normal"
"lognormal"
"lognormal"
"lognormal"
"gamma"
"weibull"
"weibull"
"gamma"
"lognormal"
"cauchy"
"lognormal"
"weibull"
"weibull"
"lognormal"
"lognormal"
"gamma"
"gamma"
"lognormal"
"lognormal"
"lognormal"
"weibull"
"lognormal"
"lognormal"
"gamma"
"lognormal"
"weibull"
"gamma"
"gamma"
"lognormal"
"gamma"
"lognormal"
"lognormal"
"gamma"
"weibull"
"lognormal"
"weibull"
"lognormal"
"gamma"
"weibull"
"gamma"
"weibull"
"weibull"
"gamma"
"gamma"
"weibull"
"lognormal"
"lognormal"
"lognormal"
"lognormal"
"weibull"
"gamma"
"weibull"
"gamma"
"cauchy"
"weibull"
"weibull"
"gamma"
"normal"
"weibull"
"lognormal"
"gamma"
"gamma"
"gamma"
"gamma"
"lognormal"
"weibull"
"lognormal"
"gamma"
"lognormal"
"gamma"
"lognormal"
"gamma"
"lognormal"
"gamma"
"lognormal"
"lognormal"
"lognormal"
"lognormal"
"lognormal"
"weibull"
"weibull"
"weibull"
"weibull"
"weibull"
"lognormal"
"normal"
"normal"
"weibull"
"lognormal"
"gamma"
"gamma"
"lognormal"
"lognormal"
"gamma"
"weibull"
"gamma"
"lognormal"
"weibull"
"gamma"
"gamma"
"lognormal"
"lognormal"
"gamma"
"weibull"
"lognormal"
"weibull"
"weibull"
"lognormal"
"gamma"
"gamma"
"lognormal"
"lognormal"
"lognormal"
"gamma"
"weibull"
"lognormal"
"lognormal"
"lognormal"
"gamma"
"gamma"
"normal"
"lognormal"
"lognormal"
"gamma"
"gamma"
"lognormal"
"lognormal"
"lognormal"
"weibull"
"gamma"
"lognormal"
"lognormal"
"weibull"
"gamma"
"gamma"
"gamma"
"cauchy"
"gamma"
"gamma"
"lognormal"
"lognormal"
"gamma"
"lognormal"
"weibull"
"weibull"
"lognormal"
"gamma"
"gamma"
"lognormal"
"lognormal"
"weibull"
"lognormal"
"weibull"
"lognormal"
"lognormal"
"weibull"
"lognormal"
"weibull"
"weibull"
"lognormal"
"gamma"
"gamma"
"lognormal"
"normal"
"lognormal"
"lognormal"
"lognormal"
"weibull"
"gamma"
"lognormal"
"weibull"
"lognormal"
"weibull"
"normal"
"weibull"
"weibull"
"weibull"
"gamma"
"lognormal"
"lognormal"
"weibull"
"weibull"
"weibull"
"normal"
"normal"
"normal"
"lognormal"
"gamma"
"lognormal"
"lognormal"
"weibull"
"gamma"
"weibull"
"lognormal"
"lognormal"
"lognormal"
"weibull"
"gamma"
"lognormal"
"gamma"
"lognormal"
"weibull"
"lognormal"
"lognormal"
"lognormal"
"lognormal"
"weibull"
"gamma"
"gamma"
"gamma"
"gamma"
"lognormal"
"lognormal"
"weibull"
"gamma"
"gamma"
"weibull"
"gamma"
"weibull"
"normal"
"lognormal"
"gamma"
"weibull"
"lognormal"
"weibull"
"lognormal"
"gamma"
"weibull"
"lognormal"
"lognormal"
"weibull"
"weibull"
"lognormal"
"lognormal"
"lognormal"
"weibull"
"weibull"
"lognormal"
"gamma"
"gamma"
"normal"
"lognormal"
"lognormal"
"lognormal"
"weibull"
"weibull"
"lognormal"
"weibull"
"weibull"
"lognormal"
"weibull"
"gamma"
"gamma"
"weibull"
"lognormal"
"gamma"
"lognormal"
"lognormal"
"lognormal"
"weibull"
"weibull"
"lognormal"
"gamma"
"lognormal"
"lognormal"
"gamma"
"lognormal"
"lognormal"
"gamma"
"lognormal"
"gamma"
"lognormal"
"weibull"
"weibull"
"lognormal"
"weibull"
"lognormal"
"gamma"
"gamma"
"lognormal"
"gamma"
"weibull"
"lognormal"
"gamma"
"lognormal"
"gamma"
"lognormal"
"lognormal"
"lognormal"
"lognormal"
"weibull"
"weibull"
"gamma"
"weibull"
"lognormal"
"lognormal"
"lognormal"
"lognormal"
"weibull"
"lognormal"
"weibull"
"lognormal"
"lognormal"
"lognormal"
"weibull"
"lognormal"
"lognormal"
"weibull"
"gamma"
"lognormal"
"lognormal"
"weibull"
"weibull"
"lognormal"
"gamma"
"lognormal"
"lognormal"
"weibull"
"gamma"
"cauchy"
"gamma"
"weibull"
"gamma"
"weibull"
"gamma"
"weibull"
"lognormal"
"lognormal"
"lognormal"
"gamma"
"lognormal"
"gamma"
"lognormal"
"gamma"
"weibull"
"lognormal"
"lognormal"
"weibull"
"lognormal"
"lognormal"
"lognormal"
"weibull"
"lognormal"
"weibull"
"weibull"
"lognormal"
"weibull"
"gamma"
"gamma"
"gamma"
"lognormal"
"gamma"
"gamma"
"lognormal"
"lognormal"
"weibull"
"lognormal"
"lognormal"
"weibull"
"lognormal"
"gamma"
"weibull"
"lognormal"
"weibull"
"gamma"
"gamma"
"lognormal"
"gamma"
"weibull"
"lognormal"
"gamma"
"weibull"
"gamma"
"gamma"
"weibull"
"weibull"
"weibull"
"normal"
"weibull"
"lognormal"
"lognormal"
"weibull"
"weibull"
"weibull"
"weibull"
"lognormal"
"lognormal"
"lognormal"
"weibull"
"lognormal"
"lognormal"
"lognormal"
"cauchy"
"weibull"
"normal"
"normal"
"lognormal"
"lognormal"
"lognormal"
"lognormal"
"lognormal"
"lognormal"
"gamma"
"lognormal"
"weibull"
"gamma"
"lognormal"
"weibull"
"gamma"
"gamma"
"gamma"
"gamma"
"cauchy"
"gamma"
"weibull"
"lognormal"
"weibull"
"gamma"
"lognormal"
"lognormal"
"weibull"
"lognormal"
"lognormal"
"lognormal"
"gamma"
"weibull"
"lognormal"
"gamma"
"lognormal"
"gamma"
"weibull"
"logistic"
"lognormal"
"weibull"
"weibull"
"gamma"
"weibull"
"lognormal"
"lognormal"
"lognormal"
"weibull"
"gamma"
"lognormal"
"weibull"
"weibull"
"gamma"
"lognormal"
"normal"
"lognormal"
"weibull"
"gamma"
"negative binomial"
"normal"
"lognormal"
"lognormal"
"lognormal"
"weibull"
"lognormal"
"lognormal"
"gamma"
"gamma"
"gamma"
"weibull"
"gamma"
"lognormal"
"cauchy"
"gamma"
"gamma"
"weibull"
"weibull"
"lognormal"
"lognormal"
"gamma"
"weibull"
"normal"
"weibull"
"gamma"
"gamma"
"gamma"
"weibull"
"weibull"
"lognormal"
"lognormal"
"lognormal"
"gamma"
"lognormal"
"lognormal"
"lognormal"
"lognormal"
"weibull"
"weibull"
"gamma"
"gamma"
"weibull"
"weibull"
"lognormal"
"weibull"
"gamma"
"gamma"
"lognormal"
"normal"
"lognormal"
"gamma"
"lognormal"
"weibull"
"lognormal"
"gamma"
"gamma"
"lognormal"
"lognormal"
"lognormal"
"lognormal"
"gamma"
"gamma"
"lognormal"
"weibull"
"lognormal"
"gamma"
"lognormal"
"lognormal"
"lognormal"
"lognormal"
"lognormal"
"gamma"
"lognormal"
"normal"
"lognormal"
"lognormal"
"lognormal"
"weibull"
"lognormal"
"weibull"
"gamma"
"lognormal"
"lognormal"
"weibull"
"lognormal"
"gamma"
"weibull"
"lognormal"
"lognormal"
"lognormal"
"weibull"
"gamma"
"gamma"
"weibull"
"gamma"
"lognormal"
"weibull"
"lognormal"
"weibull"
"lognormal"
"gamma"
"gamma"
"lognormal"
"weibull"
"lognormal"
"weibull"
"weibull"
"weibull"
"gamma"
"gamma"
"weibull"
"gamma"
"lognormal"
"gamma"
"gamma"
"gamma"
"lognormal"
"gamma"
"lognormal"
"lognormal"
"gamma"
"lognormal"
"gamma"
"lognormal"
"gamma"
"weibull"
"gamma"
"normal"
"gamma"
"weibull"
"weibull"
"gamma"
"weibull"
"gamma"
"gamma"
"lognormal"
"lognormal"
"weibull"
"weibull"
"lognormal"
"weibull"
"lognormal"
"weibull"
"lognormal"
"weibull"
"gamma"
"lognormal"
"gamma"
"lognormal"
"gamma"
"weibull"
"lognormal"
"lognormal"
"lognormal"
"gamma"
"gamma"
"gamma"
"lognormal"
"gamma"
"gamma"
"weibull"
"weibull"
"lognormal"
"weibull"
"gamma"
"weibull"
"weibull"
"weibull"
"normal"
"gamma"
"weibull"
"lognormal"
"gamma"
"gamma"
"lognormal"
"weibull"
"lognormal"
"gamma"
"weibull"
"lognormal"
"gamma"
"lognormal"
"normal"
"weibull"
"lognormal"
"lognormal"
"lognormal"
"lognormal"
"gamma"
"lognormal"
"normal"
"lognormal"
"lognormal"
"normal"
"lognormal"
"weibull"
"weibull"
"gamma"
"weibull"
"lognormal"
"gamma"
"gamma"
"gamma"
"lognormal"
"gamma"
"weibull"
"gamma"
"gamma"
"normal"
"weibull"
"lognormal"
"weibull"
"lognormal"
"lognormal"
